"year","code","value","system","subtype"
2004,"COMU.PROD.SP",0.47,"EBS",""
2005,"COMU.PROD.SP",0.3,"EBS",""
2006,"COMU.PROD.SP",0.48,"EBS",""
2007,"COMU.PROD.SP",0.36,"EBS",""
2008,"COMU.PROD.SP",0.47,"EBS",""
2009,"COMU.PROD.SP",0.55,"EBS",""
2010,"COMU.PROD.SP",0.49,"EBS",""
2011,"COMU.PROD.SP",0.42,"EBS",""
2012,"COMU.PROD.SP",0.38,"EBS",""
2013,"COMU.PROD.SP",0.64,"EBS",""
2014,"COMU.PROD.SP",0.53,"EBS",""
2015,"COMU.PROD.SP",0.53,"EBS",""
2016,"COMU.PROD.SP",0,"EBS",""
1975,"TBMU.PHEN.SP",210,"EBS",""
1976,"TBMU.PHEN.SP",213,"EBS",""
1977,"TBMU.PHEN.SP",211,"EBS",""
1978,"TBMU.PHEN.SP",207,"EBS",""
1984,"TBMU.PHEN.SP",216,"EBS",""
1985,"TBMU.PHEN.SP",220,"EBS",""
1986,"TBMU.PHEN.SP",214,"EBS",""
1987,"TBMU.PHEN.SP",213,"EBS",""
1988,"TBMU.PHEN.SP",219,"EBS",""
1989,"TBMU.PHEN.SP",221,"EBS",""
1990,"TBMU.PHEN.SP",213,"EBS",""
1992,"TBMU.PHEN.SP",215,"EBS",""
1996,"TBMU.PHEN.SP",221,"EBS",""
1997,"TBMU.PHEN.SP",226,"EBS",""
1998,"TBMU.PHEN.SP",226,"EBS",""
1999,"TBMU.PHEN.SP",215,"EBS",""
2000,"TBMU.PHEN.SP",214,"EBS",""
2001,"TBMU.PHEN.SP",217,"EBS",""
2002,"TBMU.PHEN.SP",221,"EBS",""
2003,"TBMU.PHEN.SP",219,"EBS",""
2004,"TBMU.PHEN.SP",228,"EBS",""
2005,"TBMU.PHEN.SP",229,"EBS",""
2006,"TBMU.PHEN.SP",226,"EBS",""
2007,"TBMU.PHEN.SP",218,"EBS",""
2008,"TBMU.PHEN.SP",214,"EBS",""
2009,"TBMU.PHEN.SP",213,"EBS",""
2010,"TBMU.PHEN.SP",212,"EBS",""
2011,"TBMU.PHEN.SP",216,"EBS",""
2012,"TBMU.PHEN.SP",216,"EBS",""
2013,"TBMU.PHEN.SP",212,"EBS",""
2014,"TBMU.PHEN.SP",216,"EBS",""
2015,"TBMU.PHEN.SP",220,"EBS",""
1976,"TBMU.PROD.SP",0.72,"EBS",""
1977,"TBMU.PROD.SP",0.49,"EBS",""
1978,"TBMU.PROD.SP",0.65,"EBS",""
1984,"TBMU.PROD.SP",0.09,"EBS",""
1985,"TBMU.PROD.SP",0.4,"EBS",""
1986,"TBMU.PROD.SP",0.45,"EBS",""
1987,"TBMU.PROD.SP",0.5,"EBS",""
1988,"TBMU.PROD.SP",0.5,"EBS",""
1989,"TBMU.PROD.SP",0.48,"EBS",""
1990,"TBMU.PROD.SP",0.44,"EBS",""
1992,"TBMU.PROD.SP",0.43,"EBS",""
1996,"TBMU.PROD.SP",0.51,"EBS",""
1997,"TBMU.PROD.SP",0.36,"EBS",""
1998,"TBMU.PROD.SP",0.22,"EBS",""
1999,"TBMU.PROD.SP",0.47,"EBS",""
2000,"TBMU.PROD.SP",0.52,"EBS",""
2001,"TBMU.PROD.SP",0.5,"EBS",""
2002,"TBMU.PROD.SP",0.5,"EBS",""
2003,"TBMU.PROD.SP",0.47,"EBS",""
2004,"TBMU.PROD.SP",0.41,"EBS",""
2005,"TBMU.PROD.SP",0.37,"EBS",""
2006,"TBMU.PROD.SP",0.46,"EBS",""
2007,"TBMU.PROD.SP",0.48,"EBS",""
2008,"TBMU.PROD.SP",0.36,"EBS",""
2009,"TBMU.PROD.SP",0.55,"EBS",""
2010,"TBMU.PROD.SP",0.56,"EBS",""
2011,"TBMU.PROD.SP",0.48,"EBS",""
2012,"TBMU.PROD.SP",0.32,"EBS",""
2013,"TBMU.PROD.SP",0.52,"EBS",""
2014,"TBMU.PROD.SP",0.46,"EBS",""
2015,"TBMU.PROD.SP",0.53,"EBS",""
1971,"SBRD.ASSP.PROD",0.067,"SCC","productivity"
1972,"SBRD.ASSP.PROD",0.031,"SCC","productivity"
1973,"SBRD.ASSP.PROD",0.053,"SCC","productivity"
1974,"SBRD.ASSP.PROD",-0.042,"SCC","productivity"
1975,"SBRD.ASSP.PROD",-0.049,"SCC","productivity"
1976,"SBRD.ASSP.PROD",0.126,"SCC","productivity"
1978,"SBRD.ASSP.PROD",0.002,"SCC","productivity"
1979,"SBRD.ASSP.PROD",0.089,"SCC","productivity"
1980,"SBRD.ASSP.PROD",0.046,"SCC","productivity"
1981,"SBRD.ASSP.PROD",0.089,"SCC","productivity"
1982,"SBRD.ASSP.PROD",0.126,"SCC","productivity"
1983,"SBRD.ASSP.PROD",0.06,"SCC","productivity"
1984,"SBRD.ASSP.PROD",0.053,"SCC","productivity"
1985,"SBRD.ASSP.PROD",0.286,"SCC","productivity"
1986,"SBRD.ASSP.PROD",0.191,"SCC","productivity"
1987,"SBRD.ASSP.PROD",0.184,"SCC","productivity"
1988,"SBRD.ASSP.PROD",-0.005,"SCC","productivity"
1989,"SBRD.ASSP.PROD",-0.275,"SCC","productivity"
1990,"SBRD.ASSP.PROD",0.264,"SCC","productivity"
1991,"SBRD.ASSP.PROD",0.286,"SCC","productivity"
1992,"SBRD.ASSP.PROD",0.133,"SCC","productivity"
1993,"SBRD.ASSP.PROD",0.089,"SCC","productivity"
1994,"SBRD.ASSP.PROD",0.031,"SCC","productivity"
1995,"SBRD.ASSP.PROD",-0.064,"SCC","productivity"
1996,"SBRD.ASSP.PROD",-0.122,"SCC","productivity"
1997,"SBRD.ASSP.PROD",-0.239,"SCC","productivity"
1998,"SBRD.ASSP.PROD",-0.144,"SCC","productivity"
1999,"SBRD.ASSP.PROD",-0.224,"SCC","productivity"
2000,"SBRD.ASSP.PROD",0.009,"SCC","productivity"
2001,"SBRD.ASSP.PROD",-0.1,"SCC","productivity"
2002,"SBRD.ASSP.PROD",-0.173,"SCC","productivity"
2003,"SBRD.ASSP.PROD",-0.013,"SCC","productivity"
2004,"SBRD.ASSP.PROD",-0.1,"SCC","productivity"
2005,"SBRD.ASSP.PROD",-0.1,"SCC","productivity"
2006,"SBRD.ASSP.PROD",-0.202,"SCC","productivity"
2007,"SBRD.ASSP.PROD",-0.137,"SCC","productivity"
2008,"SBRD.ASSP.PROD",-0.158,"SCC","productivity"
2009,"SBRD.ASSP.PROD",-0.02,"SCC","productivity"
2010,"SBRD.ASSP.PROD",-0.027,"SCC","productivity"
2011,"SBRD.ASSP.PROD",-0.049,"SCC","productivity"
2012,"SBRD.ASSP.PROD",-0.1,"SCC","productivity"
2013,"SBRD.ASSP.PROD",0.075,"SCC","productivity"
2014,"SBRD.ASSP.PROD",0.097,"SCC","productivity"
2015,"SBRD.ASSP.PROD",-0.035,"SCC","productivity"
1954,"OYSTERCOND.SP",13.9,"NCC","condition"
1955,"OYSTERCOND.SP",12.1,"NCC","condition"
1956,"OYSTERCOND.SP",10.3,"NCC","condition"
1957,"OYSTERCOND.SP",9.8,"NCC","condition"
1958,"OYSTERCOND.SP",8.4,"NCC","condition"
1959,"OYSTERCOND.SP",8,"NCC","condition"
1960,"OYSTERCOND.SP",10.3,"NCC","condition"
1961,"OYSTERCOND.SP",8.3,"NCC","condition"
1962,"OYSTERCOND.SP",10.2,"NCC","condition"
1963,"OYSTERCOND.SP",9.1,"NCC","condition"
1964,"OYSTERCOND.SP",10,"NCC","condition"
1965,"OYSTERCOND.SP",11.9,"NCC","condition"
1966,"OYSTERCOND.SP",10.4,"NCC","condition"
1967,"OYSTERCOND.SP",9.7,"NCC","condition"
1968,"OYSTERCOND.SP",10.5,"NCC","condition"
1969,"OYSTERCOND.SP",9.4,"NCC","condition"
1970,"OYSTERCOND.SP",10.2,"NCC","condition"
1971,"OYSTERCOND.SP",10,"NCC","condition"
1972,"OYSTERCOND.SP",9.4,"NCC","condition"
1973,"OYSTERCOND.SP",10.3,"NCC","condition"
1974,"OYSTERCOND.SP",8.4,"NCC","condition"
1975,"OYSTERCOND.SP",9.5,"NCC","condition"
1976,"OYSTERCOND.SP",9.8,"NCC","condition"
1977,"OYSTERCOND.SP",9,"NCC","condition"
1978,"OYSTERCOND.SP",8.4,"NCC","condition"
1979,"OYSTERCOND.SP",8.8,"NCC","condition"
1980,"OYSTERCOND.SP",8.1,"NCC","condition"
1981,"OYSTERCOND.SP",7.1,"NCC","condition"
1982,"OYSTERCOND.SP",7.7,"NCC","condition"
1983,"OYSTERCOND.SP",5.5,"NCC","condition"
1984,"OYSTERCOND.SP",7.5,"NCC","condition"
1985,"OYSTERCOND.SP",8.7,"NCC","condition"
1986,"OYSTERCOND.SP",8.3,"NCC","condition"
1987,"OYSTERCOND.SP",6.1,"NCC","condition"
1988,"OYSTERCOND.SP",7.8,"NCC","condition"
1989,"OYSTERCOND.SP",7.1,"NCC","condition"
1990,"OYSTERCOND.SP",5.1,"NCC","condition"
1991,"OYSTERCOND.SP",6,"NCC","condition"
1992,"OYSTERCOND.SP",6,"NCC","condition"
1993,"OYSTERCOND.SP",7.9,"NCC","condition"
1994,"OYSTERCOND.SP",8.2,"NCC","condition"
1995,"OYSTERCOND.SP",8.7,"NCC","condition"
1996,"OYSTERCOND.SP",8,"NCC","condition"
1997,"OYSTERCOND.SP",7.7,"NCC","condition"
1998,"OYSTERCOND.SP",9.2,"NCC","condition"
1999,"OYSTERCOND.SP",9.6,"NCC","condition"
2000,"OYSTERCOND.SP",9.3,"NCC","condition"
2001,"OYSTERCOND.SP",10.8,"NCC","condition"
2002,"OYSTERCOND.SP",10.4,"NCC","condition"
2003,"OYSTERCOND.SP",10.3,"NCC","condition"
2004,"OYSTERCOND.SP",10.3,"NCC","condition"
2005,"OYSTERCOND.SP",9.6,"NCC","condition"
2006,"OYSTERCOND.SP",12.2,"NCC","condition"
2007,"OYSTERCOND.SP",10.8,"NCC","condition"
2008,"OYSTERCOND.SP",9,"NCC","condition"
2009,"OYSTERCOND.SP",11.3,"NCC","condition"
2010,"OYSTERCOND.SP",12.1,"NCC","condition"
2011,"OYSTERCOND.SP",10.7,"NCC","condition"
2012,"OYSTERCOND.SP",11.2,"NCC","condition"
2013,"OYSTERCOND.SP",11.1,"NCC","condition"
2014,"OYSTERCOND.SP",13.3,"NCC","condition"
2015,"OYSTERCOND.SP",13.5,"NCC","condition"
2016,"OYSTERCOND.SP",10.2,"NCC","condition"
1982,"COEI.HD",190,"EBS","phenology"
1983,"COEI.HD",177,"EBS","phenology"
1987,"COEI.HD",180,"EBS","phenology"
1989,"COEI.HD",183,"EBS","phenology"
1990,"COEI.HD",173,"EBS","phenology"
1991,"COEI.HD",177,"EBS","phenology"
1992,"COEI.HD",185,"EBS","phenology"
1993,"COEI.HD",175,"EBS","phenology"
1994,"COEI.HD",175,"EBS","phenology"
1995,"COEI.HD",174,"EBS","phenology"
1996,"COEI.HD",172,"EBS","phenology"
1997,"COEI.HD",170,"EBS","phenology"
1998,"COEI.HD",179,"EBS","phenology"
1999,"COEI.HD",181,"EBS","phenology"
2000,"COEI.HD",182,"EBS","phenology"
2001,"COEI.HD",181,"EBS","phenology"
2002,"COEI.HD",175,"EBS","phenology"
2003,"COEI.HD",173,"EBS","phenology"
2004,"COEI.HD",170,"EBS","phenology"
2005,"COEI.HD",170,"EBS","phenology"
2006,"COEI.HD",182,"EBS","phenology"
2007,"COEI.HD",172,"EBS","phenology"
2008,"COEI.HD",177,"EBS","phenology"
2009,"COEI.HD",177,"EBS","phenology"
2010,"COEI.HD",175,"EBS","phenology"
2011,"COEI.HD",174,"EBS","phenology"
2012,"COEI.HD",184,"EBS","phenology"
2013,"COEI.HD",183,"EBS","phenology"
2014,"COEI.HD",169,"EBS","phenology"
2015,"COEI.HD",171,"EBS","phenology"
2016,"COEI.HD",169,"EBS","phenology"
1982,"GLGU.HD",186,"EBS","phenology"
1983,"GLGU.HD",172,"EBS","phenology"
1984,"GLGU.HD",177,"EBS","phenology"
1985,"GLGU.HD",184,"EBS","phenology"
1986,"GLGU.HD",178,"EBS","phenology"
1987,"GLGU.HD",179,"EBS","phenology"
1988,"GLGU.HD",175,"EBS","phenology"
1989,"GLGU.HD",173,"EBS","phenology"
1990,"GLGU.HD",170,"EBS","phenology"
1991,"GLGU.HD",169,"EBS","phenology"
1992,"GLGU.HD",179,"EBS","phenology"
1993,"GLGU.HD",171,"EBS","phenology"
1994,"GLGU.HD",168,"EBS","phenology"
1995,"GLGU.HD",168,"EBS","phenology"
1996,"GLGU.HD",167,"EBS","phenology"
1997,"GLGU.HD",168,"EBS","phenology"
1998,"GLGU.HD",173,"EBS","phenology"
1999,"GLGU.HD",177,"EBS","phenology"
2000,"GLGU.HD",175,"EBS","phenology"
2001,"GLGU.HD",175,"EBS","phenology"
2002,"GLGU.HD",168,"EBS","phenology"
2003,"GLGU.HD",164,"EBS","phenology"
2004,"GLGU.HD",163,"EBS","phenology"
2005,"GLGU.HD",165,"EBS","phenology"
2006,"GLGU.HD",176,"EBS","phenology"
2007,"GLGU.HD",166,"EBS","phenology"
2008,"GLGU.HD",173,"EBS","phenology"
2009,"GLGU.HD",174,"EBS","phenology"
2010,"GLGU.HD",171,"EBS","phenology"
2011,"GLGU.HD",172,"EBS","phenology"
2012,"GLGU.HD",181,"EBS","phenology"
2013,"GLGU.HD",180,"EBS","phenology"
2014,"GLGU.HD",166,"EBS","phenology"
2015,"GLGU.HD",168,"EBS","phenology"
2016,"GLGU.HD",173,"EBS","phenology"
1982,"SPEI.HD",189,"EBS","phenology"
1983,"SPEI.HD",175,"EBS","phenology"
1984,"SPEI.HD",182,"EBS","phenology"
1985,"SPEI.HD",185,"EBS","phenology"
1986,"SPEI.HD",184,"EBS","phenology"
1987,"SPEI.HD",179,"EBS","phenology"
1988,"SPEI.HD",179,"EBS","phenology"
1989,"SPEI.HD",183,"EBS","phenology"
1990,"SPEI.HD",174,"EBS","phenology"
1991,"SPEI.HD",173,"EBS","phenology"
1992,"SPEI.HD",185,"EBS","phenology"
1993,"SPEI.HD",175,"EBS","phenology"
1994,"SPEI.HD",175,"EBS","phenology"
1995,"SPEI.HD",175,"EBS","phenology"
1996,"SPEI.HD",171,"EBS","phenology"
1997,"SPEI.HD",170,"EBS","phenology"
1998,"SPEI.HD",179,"EBS","phenology"
1999,"SPEI.HD",179,"EBS","phenology"
2000,"SPEI.HD",181,"EBS","phenology"
2001,"SPEI.HD",184,"EBS","phenology"
2002,"SPEI.HD",173,"EBS","phenology"
2003,"SPEI.HD",173,"EBS","phenology"
2004,"SPEI.HD",168,"EBS","phenology"
2005,"SPEI.HD",171,"EBS","phenology"
2006,"SPEI.HD",180,"EBS","phenology"
2007,"SPEI.HD",174,"EBS","phenology"
2008,"SPEI.HD",176,"EBS","phenology"
2009,"SPEI.HD",177,"EBS","phenology"
2010,"SPEI.HD",172,"EBS","phenology"
2011,"SPEI.HD",176,"EBS","phenology"
2012,"SPEI.HD",184,"EBS","phenology"
2013,"SPEI.HD",183,"EBS","phenology"
2014,"SPEI.HD",169,"EBS","phenology"
2015,"SPEI.HD",173,"EBS","phenology"
2016,"SPEI.HD",169,"EBS","phenology"
1985,"COEI.EPN",6,"EBS","reproductive mean"
1986,"COEI.EPN",4.52,"EBS","reproductive mean"
1987,"COEI.EPN",5.41,"EBS","reproductive mean"
1988,"COEI.EPN",5.35,"EBS","reproductive mean"
1989,"COEI.EPN",5.68,"EBS","reproductive mean"
1990,"COEI.EPN",4.5,"EBS","reproductive mean"
1991,"COEI.EPN",4.76,"EBS","reproductive mean"
1992,"COEI.EPN",5.38,"EBS","reproductive mean"
1993,"COEI.EPN",4.43,"EBS","reproductive mean"
1994,"COEI.EPN",3.73,"EBS","reproductive mean"
1995,"COEI.EPN",5.08,"EBS","reproductive mean"
1996,"COEI.EPN",5.44,"EBS","reproductive mean"
1997,"COEI.EPN",4.53,"EBS","reproductive mean"
1998,"COEI.EPN",5.01,"EBS","reproductive mean"
1999,"COEI.EPN",4.47,"EBS","reproductive mean"
2000,"COEI.EPN",4.9,"EBS","reproductive mean"
2001,"COEI.EPN",4.1,"EBS","reproductive mean"
2002,"COEI.EPN",4.72,"EBS","reproductive mean"
2003,"COEI.EPN",4.28,"EBS","reproductive mean"
2004,"COEI.EPN",4.8,"EBS","reproductive mean"
2005,"COEI.EPN",4.93,"EBS","reproductive mean"
2006,"COEI.EPN",4.81,"EBS","reproductive mean"
2007,"COEI.EPN",5.22,"EBS","reproductive mean"
2008,"COEI.EPN",4.82,"EBS","reproductive mean"
2009,"COEI.EPN",4.91,"EBS","reproductive mean"
2010,"COEI.EPN",4.86,"EBS","reproductive mean"
2011,"COEI.EPN",4.89,"EBS","reproductive mean"
2012,"COEI.EPN",4.59,"EBS","reproductive mean"
2013,"COEI.EPN",4.9,"EBS","reproductive mean"
2014,"COEI.EPN",4.82,"EBS","reproductive mean"
2015,"COEI.EPN",4.95,"EBS","reproductive mean"
2016,"COEI.EPN",4.48,"EBS","reproductive mean"
1985,"GLGU.EPN",2.08,"EBS","reproductive mean"
1986,"GLGU.EPN",2.15,"EBS","reproductive mean"
1987,"GLGU.EPN",2.15,"EBS","reproductive mean"
1988,"GLGU.EPN",2.53,"EBS","reproductive mean"
1989,"GLGU.EPN",2.27,"EBS","reproductive mean"
1990,"GLGU.EPN",2.91,"EBS","reproductive mean"
1991,"GLGU.EPN",2.99,"EBS","reproductive mean"
1992,"GLGU.EPN",2.71,"EBS","reproductive mean"
1993,"GLGU.EPN",2.53,"EBS","reproductive mean"
1994,"GLGU.EPN",2.83,"EBS","reproductive mean"
1995,"GLGU.EPN",2.56,"EBS","reproductive mean"
1996,"GLGU.EPN",2.49,"EBS","reproductive mean"
1997,"GLGU.EPN",1.79,"EBS","reproductive mean"
1998,"GLGU.EPN",2.67,"EBS","reproductive mean"
1999,"GLGU.EPN",2.72,"EBS","reproductive mean"
2000,"GLGU.EPN",2.5,"EBS","reproductive mean"
2001,"GLGU.EPN",2.36,"EBS","reproductive mean"
2002,"GLGU.EPN",2.59,"EBS","reproductive mean"
2003,"GLGU.EPN",1.64,"EBS","reproductive mean"
2004,"GLGU.EPN",2.49,"EBS","reproductive mean"
2005,"GLGU.EPN",2.41,"EBS","reproductive mean"
2006,"GLGU.EPN",2.69,"EBS","reproductive mean"
2007,"GLGU.EPN",2.83,"EBS","reproductive mean"
2008,"GLGU.EPN",2.67,"EBS","reproductive mean"
2009,"GLGU.EPN",2.72,"EBS","reproductive mean"
2010,"GLGU.EPN",2.54,"EBS","reproductive mean"
2011,"GLGU.EPN",2.63,"EBS","reproductive mean"
2012,"GLGU.EPN",2.6,"EBS","reproductive mean"
2013,"GLGU.EPN",2.58,"EBS","reproductive mean"
2014,"GLGU.EPN",2.54,"EBS","reproductive mean"
2015,"GLGU.EPN",2.46,"EBS","reproductive mean"
2016,"GLGU.EPN",2.63,"EBS","reproductive mean"
1985,"SPEI.EPN",3.84,"EBS","reproductive mean"
1986,"SPEI.EPN",4.4,"EBS","reproductive mean"
1987,"SPEI.EPN",5.06,"EBS","reproductive mean"
1988,"SPEI.EPN",4.81,"EBS","reproductive mean"
1989,"SPEI.EPN",4.99,"EBS","reproductive mean"
1990,"SPEI.EPN",5.03,"EBS","reproductive mean"
1991,"SPEI.EPN",5.27,"EBS","reproductive mean"
1992,"SPEI.EPN",5.43,"EBS","reproductive mean"
1993,"SPEI.EPN",4.27,"EBS","reproductive mean"
1994,"SPEI.EPN",4.65,"EBS","reproductive mean"
1995,"SPEI.EPN",4.88,"EBS","reproductive mean"
1996,"SPEI.EPN",5.06,"EBS","reproductive mean"
1997,"SPEI.EPN",4.38,"EBS","reproductive mean"
1998,"SPEI.EPN",4.87,"EBS","reproductive mean"
1999,"SPEI.EPN",4.96,"EBS","reproductive mean"
2000,"SPEI.EPN",5.34,"EBS","reproductive mean"
2001,"SPEI.EPN",4.18,"EBS","reproductive mean"
2002,"SPEI.EPN",5.26,"EBS","reproductive mean"
2003,"SPEI.EPN",4.41,"EBS","reproductive mean"
2004,"SPEI.EPN",4.97,"EBS","reproductive mean"
2005,"SPEI.EPN",4.69,"EBS","reproductive mean"
2006,"SPEI.EPN",4.5,"EBS","reproductive mean"
2007,"SPEI.EPN",5.06,"EBS","reproductive mean"
2008,"SPEI.EPN",5.04,"EBS","reproductive mean"
2009,"SPEI.EPN",4.5,"EBS","reproductive mean"
2010,"SPEI.EPN",4.98,"EBS","reproductive mean"
2011,"SPEI.EPN",4.77,"EBS","reproductive mean"
2012,"SPEI.EPN",4.98,"EBS","reproductive mean"
2013,"SPEI.EPN",4.91,"EBS","reproductive mean"
2014,"SPEI.EPN",4.46,"EBS","reproductive mean"
2015,"SPEI.EPN",4.32,"EBS","reproductive mean"
2016,"SPEI.EPN",4.38,"EBS","reproductive mean"
1985,"COEI.NS",0.31,"EBS","reproductive mean"
1986,"COEI.NS",1,"EBS","reproductive mean"
1987,"COEI.NS",0.83,"EBS","reproductive mean"
1988,"COEI.NS",1,"EBS","reproductive mean"
1989,"COEI.NS",1,"EBS","reproductive mean"
1990,"COEI.NS",1,"EBS","reproductive mean"
1991,"COEI.NS",0.55,"EBS","reproductive mean"
1992,"COEI.NS",0.91,"EBS","reproductive mean"
1993,"COEI.NS",0.6,"EBS","reproductive mean"
1994,"COEI.NS",0.86,"EBS","reproductive mean"
1995,"COEI.NS",0.93,"EBS","reproductive mean"
1996,"COEI.NS",0.95,"EBS","reproductive mean"
1997,"COEI.NS",0.91,"EBS","reproductive mean"
1998,"COEI.NS",0.76,"EBS","reproductive mean"
1999,"COEI.NS",0.75,"EBS","reproductive mean"
2000,"COEI.NS",0.96,"EBS","reproductive mean"
2001,"COEI.NS",0.9,"EBS","reproductive mean"
2002,"COEI.NS",0.96,"EBS","reproductive mean"
2003,"COEI.NS",0.73,"EBS","reproductive mean"
2004,"COEI.NS",0.95,"EBS","reproductive mean"
2005,"COEI.NS",0.86,"EBS","reproductive mean"
2006,"COEI.NS",0.87,"EBS","reproductive mean"
2007,"COEI.NS",0.95,"EBS","reproductive mean"
2008,"COEI.NS",0.89,"EBS","reproductive mean"
2009,"COEI.NS",0.9,"EBS","reproductive mean"
2010,"COEI.NS",0.82,"EBS","reproductive mean"
2011,"COEI.NS",0.88,"EBS","reproductive mean"
2012,"COEI.NS",0.88,"EBS","reproductive mean"
2013,"COEI.NS",0.92,"EBS","reproductive mean"
2014,"COEI.NS",0.94,"EBS","reproductive mean"
2015,"COEI.NS",0.84,"EBS","reproductive mean"
2016,"COEI.NS",0.85,"EBS","reproductive mean"
1985,"GLGU.NS",0.83,"EBS","reproductive mean"
1986,"GLGU.NS",0.7,"EBS","reproductive mean"
1987,"GLGU.NS",0.93,"EBS","reproductive mean"
1988,"GLGU.NS",0.89,"EBS","reproductive mean"
1989,"GLGU.NS",0.87,"EBS","reproductive mean"
1990,"GLGU.NS",0.9,"EBS","reproductive mean"
1991,"GLGU.NS",0.64,"EBS","reproductive mean"
1992,"GLGU.NS",0.92,"EBS","reproductive mean"
1993,"GLGU.NS",0.97,"EBS","reproductive mean"
1994,"GLGU.NS",0.97,"EBS","reproductive mean"
1995,"GLGU.NS",1,"EBS","reproductive mean"
1996,"GLGU.NS",1,"EBS","reproductive mean"
1997,"GLGU.NS",0.99,"EBS","reproductive mean"
1998,"GLGU.NS",0.97,"EBS","reproductive mean"
1999,"GLGU.NS",0.94,"EBS","reproductive mean"
2000,"GLGU.NS",0.97,"EBS","reproductive mean"
2001,"GLGU.NS",0.93,"EBS","reproductive mean"
2002,"GLGU.NS",0.85,"EBS","reproductive mean"
2003,"GLGU.NS",0.81,"EBS","reproductive mean"
2004,"GLGU.NS",0.99,"EBS","reproductive mean"
2005,"GLGU.NS",0.98,"EBS","reproductive mean"
2006,"GLGU.NS",0.99,"EBS","reproductive mean"
2007,"GLGU.NS",0.99,"EBS","reproductive mean"
2008,"GLGU.NS",0.94,"EBS","reproductive mean"
2009,"GLGU.NS",0.99,"EBS","reproductive mean"
2010,"GLGU.NS",0.96,"EBS","reproductive mean"
2011,"GLGU.NS",0.98,"EBS","reproductive mean"
2012,"GLGU.NS",0.96,"EBS","reproductive mean"
2013,"GLGU.NS",0.96,"EBS","reproductive mean"
2014,"GLGU.NS",0.94,"EBS","reproductive mean"
2015,"GLGU.NS",0.97,"EBS","reproductive mean"
2016,"GLGU.NS",0.99,"EBS","reproductive mean"
1985,"SPEI.NS",0.45,"EBS","reproductive mean"
1986,"SPEI.NS",0.55,"EBS","reproductive mean"
1987,"SPEI.NS",0.83,"EBS","reproductive mean"
1988,"SPEI.NS",0.91,"EBS","reproductive mean"
1989,"SPEI.NS",0.9,"EBS","reproductive mean"
1990,"SPEI.NS",0.89,"EBS","reproductive mean"
1991,"SPEI.NS",0.77,"EBS","reproductive mean"
1992,"SPEI.NS",0.9,"EBS","reproductive mean"
1993,"SPEI.NS",0.8,"EBS","reproductive mean"
1994,"SPEI.NS",0.76,"EBS","reproductive mean"
1995,"SPEI.NS",0.76,"EBS","reproductive mean"
1996,"SPEI.NS",0.8,"EBS","reproductive mean"
1997,"SPEI.NS",0.87,"EBS","reproductive mean"
1998,"SPEI.NS",0.92,"EBS","reproductive mean"
1999,"SPEI.NS",0.9,"EBS","reproductive mean"
2000,"SPEI.NS",0.93,"EBS","reproductive mean"
2001,"SPEI.NS",0.59,"EBS","reproductive mean"
2002,"SPEI.NS",0.8,"EBS","reproductive mean"
2003,"SPEI.NS",0.73,"EBS","reproductive mean"
2004,"SPEI.NS",0.78,"EBS","reproductive mean"
2005,"SPEI.NS",0.89,"EBS","reproductive mean"
2006,"SPEI.NS",0.76,"EBS","reproductive mean"
2007,"SPEI.NS",0.84,"EBS","reproductive mean"
2008,"SPEI.NS",0.77,"EBS","reproductive mean"
2009,"SPEI.NS",0.91,"EBS","reproductive mean"
2010,"SPEI.NS",0.86,"EBS","reproductive mean"
2011,"SPEI.NS",0.88,"EBS","reproductive mean"
2012,"SPEI.NS",0.85,"EBS","reproductive mean"
2013,"SPEI.NS",0.77,"EBS","reproductive mean"
2014,"SPEI.NS",0.82,"EBS","reproductive mean"
2015,"SPEI.NS",0.63,"EBS","reproductive mean"
2016,"SPEI.NS",0.55,"EBS","reproductive mean"
1982,"Greenland.turbot.DEPTH",111.2699816,"EBS","distribution"
1983,"Greenland.turbot.DEPTH",109.2885533,"EBS","distribution"
1984,"Greenland.turbot.DEPTH",106.8716381,"EBS","distribution"
1985,"Greenland.turbot.DEPTH",106.7812555,"EBS","distribution"
1986,"Greenland.turbot.DEPTH",106.0576109,"EBS","distribution"
1987,"Greenland.turbot.DEPTH",107.9960207,"EBS","distribution"
1988,"Greenland.turbot.DEPTH",108.4028887,"EBS","distribution"
1989,"Greenland.turbot.DEPTH",107.5204213,"EBS","distribution"
1990,"Greenland.turbot.DEPTH",107.7337504,"EBS","distribution"
1991,"Greenland.turbot.DEPTH",106.3073036,"EBS","distribution"
1992,"Greenland.turbot.DEPTH",108.5740646,"EBS","distribution"
1993,"Greenland.turbot.DEPTH",110.3972336,"EBS","distribution"
1994,"Greenland.turbot.DEPTH",111.5372851,"EBS","distribution"
1995,"Greenland.turbot.DEPTH",111.484041,"EBS","distribution"
1996,"Greenland.turbot.DEPTH",109.9182135,"EBS","distribution"
1997,"Greenland.turbot.DEPTH",110.1759755,"EBS","distribution"
1998,"Greenland.turbot.DEPTH",109.7520587,"EBS","distribution"
1999,"Greenland.turbot.DEPTH",112.0549867,"EBS","distribution"
2000,"Greenland.turbot.DEPTH",110.7433708,"EBS","distribution"
2001,"Greenland.turbot.DEPTH",111.1001679,"EBS","distribution"
2002,"Greenland.turbot.DEPTH",110.5902233,"EBS","distribution"
